GoF  SOIL__N  SOIL__LOG10_Alpha  SOIL__ThetaSat  SOIL__ThetaRes  SOIL__LOG10_NormalHydrConductivity  SCALAR__SoilRoughness  SCALAR__LSAI  SCALAR__CanopyFraction  SCALAR__DecayCoeffCanopy  SCALAR__RootDepth  SCALAR__MinStomatalRes  SCALAR__VegReflectVis  SCALAR__VegReflNIR  SCALAR__VegTransVis  SCALAR__VegTransNIR  SCALAR__CanDensSurface  SCALAR__SoilAlbVisDry  SCALAR__SoilAlbNIRDry  SCALAR__SoilAlbVisWet  SCALAR__SoilAlbNIRWet  SCALAR__SoilEmissiv
 6.835297e+02   1.150000e+00  -3.268684e+00   5.836332e-01   5.132051e-02  -1.909755e+00   2.750222e+02   3.943119e-01   1.547510e-01   2.105123e+01   1.000000e+03   4.366172e+01   1.404782e-01   5.941566e-02   8.930422e-02   3.782152e-01   6.776877e+00   1.202351e-01   1.412569e-01   1.111677e-01   1.666676e-01   8.834835e-01
 6.808647e+02   1.150000e+00  -3.058454e+00   6.682276e-01   5.578055e-02  -1.902059e+00   3.800551e+02   8.109354e-01   4.588471e-01   2.961051e+01   8.984900e+02   1.000000e+02   1.106434e-01   1.019866e-01   5.035975e-02   3.861747e-01   6.143768e+00   1.093261e-01   2.401441e-01   1.109598e-01   1.304818e-01   8.489242e-01
 6.839068e+02   1.180724e+00  -3.296593e+00   6.961875e-01   6.031242e-02  -2.077312e+00   2.321262e+02   4.762009e-01   3.536756e-01   3.434129e+00   9.063315e+02   8.737625e+01   1.340282e-01   6.133750e-02   7.969691e-02   3.533434e-01   7.435456e+00   1.263953e-01   1.221329e-01   1.342093e-01   4.896086e-01   8.097530e-01
 6.811894e+02   1.150000e+00  -3.081781e+00   7.000000e-01   5.686314e-02  -1.605544e+00   2.230287e+02   4.518815e-01   2.592942e-01   1.921373e+01   6.915117e+02   6.462056e+01   8.911246e-02   3.324545e-01   9.718676e-02   2.294043e-01   8.000000e+00   1.219574e-01   2.616259e-01   8.233976e-02   2.804710e-01   8.167753e-01
 6.787125e+02   1.150000e+00  -3.301030e+00   6.722382e-01   6.377755e-02  -2.546937e+00   3.376299e+02   8.159146e-01   4.740246e-01   2.343335e+01   9.697844e+02   1.000000e+02   1.032181e-01   1.089022e-01   5.000000e-03   4.238181e-01   7.565592e+00   6.472031e-02   3.662469e-01   7.931111e-02   9.494178e-02   8.591832e-01
 6.810339e+02   1.196460e+00  -3.235837e+00   6.845739e-01   5.067452e-02  -2.369411e+00   3.254998e+02   7.465063e-01   3.343482e-01   3.021063e+01   9.422265e+02   9.972218e+01   1.060995e-01   1.273167e-01   8.458739e-02   3.444527e-01   8.000000e+00   1.355887e-01   3.032192e-01   1.331884e-01   5.000000e-02   8.389354e-01
 6.804681e+02   1.186746e+00  -3.231399e+00   6.709732e-01   7.420380e-02  -1.716888e+00   3.114267e+02   8.439938e-01   3.987717e-01   2.357469e+01   8.314567e+02   8.216771e+01   1.191126e-01   6.623250e-02   4.144980e-02   4.550257e-01   8.000000e+00   1.075319e-01   2.651535e-01   8.674980e-02   1.310714e-01   8.586300e-01
 6.792101e+02   1.170938e+00  -3.220489e+00   6.979746e-01   6.214388e-02  -2.578646e+00   2.973939e+02   8.299896e-01   5.311103e-01   1.952390e+01   1.000000e+03   8.298763e+01   1.244167e-01   9.199253e-02   2.887653e-02   5.419360e-01   8.000000e+00   5.793471e-02   3.461759e-01   5.220787e-02   5.884581e-02   9.004489e-01
 6.817216e+02   1.203674e+00  -3.301030e+00   6.655557e-01   5.977469e-02  -2.332373e+00   3.150763e+02   7.536650e-01   4.530919e-01   2.142308e+01   8.225109e+02   8.089397e+01   1.075703e-01   1.258722e-01   9.219837e-02   2.741704e-01   5.291994e+00   1.500792e-01   1.431254e-01   1.576470e-01   1.482481e-01   8.558606e-01
 6.781429e+02   1.169032e+00  -3.301030e+00   6.921461e-01   7.385707e-02  -1.645293e+00   2.319015e+02   5.156575e-01   3.933433e-01   2.095523e+01   9.468999e+02   9.395586e+01   1.099676e-01   6.233668e-02   6.556795e-02   3.387694e-01   7.012503e+00   1.325338e-01   2.143567e-01   9.274369e-02   1.516694e-01   8.301894e-01
