Dz,Kh,Kv,vwc_r,vwc_w,vwc_fc,vwc_s,alpha,n,InitPsi
20,0.639686913537981,1,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
60,0.639686913537981,1,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
240,0.639686913537981,0.001,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
480,0.639686913537981,0.001,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
1200,0.639686913537981,1,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
3000,0.639686913537981,0.639686913537981,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
5000,0.639686913537981,0.228872180359433,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
12000,0.639686913537981,0.361313086462019,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
28000,0.639686913537981,0.639686913537981,0.0627865247955552,0.127632091069821,0.201887208175869,0.508202128066672,0.1,1.2,0
