Dz,Kh,Kv,vwc_r,vwc_w,vwc_fc,vwc_s,alpha,n
20,0.001,0.867119825380016,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
60,0.001,0.001,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
240,0.001,0.001,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
480,0.001,0.707819957741898,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
1200,0.001,0.0464461711298596,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
3000,0.001,0.545315278055514,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
5000,0.001,1,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
12000,0.001,0.868426461914988,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
28000,0.001,0.001,0.07,0.0722843676692576,0.0863789584743715,0.4,0.1,1.51614003991345
