Date12.DDMMYYYYhhmm.,rainfall_amount,wind_speed,wind_from_direction,relative_humidity,air_temperature,soil_moisture_content_20,soil_moisture_content_50,soil_moisture_content_200,latent_heat_flux_in_air,sensible_heat_flux_in_air,net_radiation,surface_downwelling_shortwave_flux,surface_upwelling_shortwave_flux,surface_downwelling_longwave_flux,surface_upwelling_longwave_flux
09/04/2014 18:00,0,0,245.1,0.2541,7.98,-9999,0.21934,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/04/2014 19:00,0,4.74,277.77,0.2602,7.82,-9999,0.2187175,0.174935,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/04/2014 20:00,0,4.6,312.4,0.2869,6.17,-9999,0.2183025,0.175765,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/04/2014 21:00,0,3.32,249.62,0.3173,4.74,-9999,0.21768,0.1763875,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/04/2014 22:00,0,3.83,256.57,0.3076,4.48,-9999,0.217265,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/04/2014 23:00,0,4.29,339.2,0.2779,4.51,-9999,0.21685,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 00:00,0,3.08,260.38,0.2866,4.19,-9999,0.21685,0.177425,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 01:00,0,2.16,249.89,0.3195,3.58,-9999,0.2162275,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 02:00,0,2.75,261.46,0.3144,3.54,-9999,0.21602,0.1780475,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 03:00,0,2.53,337.07,0.3438,3.6,-9999,0.21602,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 04:00,0,2.73,323.57,0.3706,2.88,-9999,0.2158125,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 05:00,0,2.32,334.65,0.3623,3.5,-9999,0.21519,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 06:00,0,2.95,86.07,0.3376,4.55,-9999,0.21519,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 07:00,0,3.81,319.82,0.3438,5.06,-9999,0.21436,0.1792925,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 08:00,0,3.27,256,0.3834,5.32,-9999,0.21436,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 09:00,0,3.36,246.17,0.406,5.92,-9999,0.21436,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 10:00,0,2.51,299,0.409,7.1,-9999,0.2137375,0.1797075,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 11:00,0,4.81,267.85,0.4263,7.62,-9999,0.21353,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 12:00,0,5.81,248.66,0.4234,8.06,-9999,0.21353,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 13:00,0,5.86,278.7,0.4035,9.58,-9999,0.2133225,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 14:00,0,6.12,293.62,0.4034,10.56,-9999,0.2127,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 15:00,0,5.62,273.95,0.4167,10.66,-9999,0.21187,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 16:00,0,6.18,304.48,0.4217,10.91,-9999,0.21104,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 17:00,0,5.93,309.85,0.4556,10.29,-9999,0.2104175,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 18:00,0,5.62,301.93,0.4955,9.27,-9999,0.20938,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 19:00,0,4.38,299.93,0.5085,9.11,-9999,0.2091725,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 20:00,0,5.05,331.57,0.5109,8.33,-9999,0.2083425,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 21:00,0,5.35,306.25,0.5324,7.88,-9999,0.20772,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 22:00,0,4.41,284.77,0.5488,7.65,-9999,0.20772,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/04/2014 23:00,0,4.03,291.43,0.5538,7.47,-9999,0.20772,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 00:00,0,3.61,290.38,0.5553,7.25,-9999,0.20772,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 01:00,0,3.67,323.7,0.5532,7,-9999,0.2075125,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 02:00,0,4.09,337.18,0.5469,6.97,-9999,0.20689,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 03:00,0,3.97,338.65,0.542,6.79,-9999,0.20689,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 04:00,0,4.14,337.9,0.532,6.91,-9999,0.2062675,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 05:00,0,3.1,325.12,0.5229,7.21,-9999,0.20606,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 06:00,0,1.2,229.27,0.5479,6.8,-9999,0.20606,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 07:00,0,1.37,322.85,0.5325,6.92,-9999,0.20606,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 08:00,0,1.54,45.32,0.5736,6.14,-9999,0.20606,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 09:00,0,1.49,183.05,0.5615,6.37,-9999,0.20606,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 10:00,0,1.3,209.68,0.4833,8.54,-9999,0.20606,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 11:00,0,2.99,223.75,0.4339,10.29,-9999,0.205645,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 12:00,0,4.03,251.47,0.3845,11.8,-9999,0.20523,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 13:00,0,4.35,273.12,0.3538,13.05,-9999,0.20523,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 14:00,0,5.21,252.85,0.3413,14.08,-9999,0.20606,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 15:00,0,4.13,248.12,0.347,14.41,-9999,0.2062675,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 16:00,0,3.7,257.98,0.3372,13.54,-9999,0.204815,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 17:00,0,2.97,241.5,0.3596,12.91,-9999,0.2044,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 18:00,0,2.47,269.05,0.3973,12.98,-9999,0.203985,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 19:00,0,3.02,295.82,0.3603,12.34,-9999,0.20357,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 20:00,0,3.1,314.77,0.4001,11.28,-9999,0.2033625,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 21:00,0,3.04,115.04,0.4916,9.69,-9999,0.20274,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 22:00,0,2.04,116.64,0.5636,7.86,-9999,0.2033625,0.18033,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/2014 23:00,0,1.92,28.87,0.6503,6.8,-9999,0.20357,0.179915,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 00:00,0,1.66,24.03,0.6764,5.9,-9999,0.2029475,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 01:00,0,1.69,30.1,0.7332,5.07,-9999,0.20274,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 02:00,0,1.69,30.1,0.7839,4.61,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 03:00,0,1.86,36.06,0.7862,4.15,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 04:00,0,1.86,36.38,0.8052,3.89,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 05:00,0,1.62,35.47,0.7851,3.82,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 06:00,0,1.46,39.71,0.7445,4.09,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 07:00,0,2.23,37.97,0.6694,4.48,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 08:00,0,1.99,36.62,0.6258,5.41,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 09:00,0,1.1,29.19,0.663,6.13,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 10:00,0,1.12,161.69,0.6906,5.88,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 11:00,0,0.84,176.85,0.7018,6.06,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 12:00,0,0.95,173.72,0.6279,8.2,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 13:00,0,2.24,274,0.6171,8.52,-9999,0.2037775,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 14:00,0,2.38,248.25,0.6596,8.5,-9999,0.2044,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 15:00,0,2.47,218.55,0.599,9.77,-9999,0.20523,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 16:00,0,3.75,257.8,0.5423,10.37,-9999,0.20523,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 17:00,0,2.94,309.8,0.5215,9.98,-9999,0.20523,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 18:00,0,3.7,281.88,0.4678,10.62,-9999,0.2050225,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 19:00,0,3.83,260.68,0.4876,10.41,-9999,0.2044,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 20:00,0,2.38,299.73,0.5183,9.15,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 21:00,0,2.73,283.82,0.6016,7.78,-9999,0.20357,0.1795,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 22:00,0,2.35,328.1,0.6509,6.99,-9999,0.20357,0.1788775,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/04/2014 23:00,0,1.75,314.18,0.6541,6.91,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 00:00,0,1.81,28.09,0.6798,6.19,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 01:00,0,1.36,126.75,0.6803,6.63,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 02:00,0,0.93,45.95,0.7383,5.85,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 03:00,0,0.95,64.23,0.7691,5.26,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 04:00,0,1.48,38.31,0.7675,5.11,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 05:00,0,1.27,117.37,0.7523,5.38,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 06:00,0,1.5,100.88,0.7739,5.28,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 07:00,0,1.84,96.8,0.7909,5.02,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 08:00,0,0.95,192.38,0.8039,4.87,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 09:00,0,1.06,247.22,0.7308,5.65,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 10:00,0,3.34,320.18,0.6945,6,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 11:00,0,3.51,309.65,0.6656,6.3,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 12:00,0,3.91,316.62,0.5998,6.51,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 13:00,0,4.27,269.6,0.522,8,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 14:00,0,4.63,265.18,0.4636,8.88,-9999,0.20357,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 15:00,0,4.9,292.9,0.4442,9.54,-9999,0.2029475,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 16:00,0,4.89,317.3,0.4465,9.98,-9999,0.202325,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 17:00,0,4.35,291.55,0.4209,9.8,-9999,0.20191,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 18:00,0,4.52,271.82,0.4101,10.23,-9999,0.2012875,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 19:00,0,4.45,274.25,0.4108,10.36,-9999,0.20108,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 20:00,0,3.95,294.55,0.414,8.74,-9999,0.20025,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 21:00,0,3.54,258.29,0.4365,7.38,-9999,0.19942,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 22:00,0,2.93,19.81,0.4804,6.14,-9999,0.19942,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13/04/2014 23:00,0,2.93,16.77,0.4973,5.45,-9999,0.19942,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 00:00,0,2.6,39.07,0.5168,4.88,-9999,0.19942,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 01:00,0,2.59,42.91,0.5505,4.16,-9999,0.19942,0.1780475,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 02:00,0,2.3,41.45,0.5248,4.01,-9999,0.19859,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 03:00,0,2.79,29.49,0.5452,3.96,-9999,0.19859,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 04:00,0,2.63,39.91,0.5307,3.63,-9999,0.19776,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 05:00,0,2.69,44.52,0.5639,3.52,-9999,0.19776,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 06:00,0,2.57,28.03,0.5501,3.73,-9999,0.19776,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 07:00,0,2.8,29.58,0.5534,3.93,-9999,0.19776,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 08:00,0,2.64,22.73,0.5366,4,-9999,0.19776,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 09:00,0,2.34,23.14,0.5183,4.53,-9999,0.197345,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 10:00,0,1.08,126.3,0.377,8.29,-9999,0.19693,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 11:00,0,2.23,262.12,0.3013,10.44,-9999,0.19693,0.1784625,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 12:00,0,3.08,268.35,0.2464,11.69,-9999,0.196515,0.17867,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 13:00,0,4.47,282.85,0.2373,12.58,-9999,0.1961,0.178255,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 14:00,0,6.24,295.23,0.2291,12.71,-9999,0.19527,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 15:00,0,5.83,303.88,0.2366,12.65,-9999,0.19527,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 16:00,0,5.06,277.68,0.2392,12.92,-9999,0.19444,0.17784,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 17:00,0,5.78,296.27,0.2353,12.7,-9999,0.19361,0.1776325,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 18:00,0,6.77,241.46,0.3343,10.4,-9999,0.19278,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 19:00,0,3.88,310.93,0.4052,8.31,-9999,0.1925725,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 20:00,0,6.01,176.14,0.4978,6.63,-9999,0.19195,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 21:00,0,6.76,258.9,0.415,6.23,-9999,0.19195,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 22:00,0,5.8,94.77,0.366,5.87,-9999,0.19195,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14/04/2014 23:00,0,6.72,255.66,0.5638,3.96,-9999,0.19195,0.1768025,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 00:00,0,5.4,255.93,0.5182,3.34,-9999,0.19195,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 01:00,0,6.41,247.3,0.5406,2.61,-9999,0.191535,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 02:00,0,4.98,258.09,0.5436,1.99,-9999,0.19112,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 03:00,0,5.76,240.09,0.5148,1.51,-9999,0.19112,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 04:00,0,4.99,330.4,0.5507,0.97,-9999,0.1904975,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 05:00,0,4.08,328.15,0.5243,0.64,-9999,0.19029,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 06:00,0,3.52,314.27,0.6355,-0.14,-9999,0.19029,0.1768025,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 07:00,0,4.16,312.2,0.4454,-0.12,-9999,0.19029,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 08:00,0,5.29,176.01,0.4255,-0.58,-9999,0.19029,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 09:00,0,5.23,302.07,0.5087,-1.3,-9999,0.19029,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 10:00,0,4.09,272.35,0.4867,-1.18,-9999,0.18946,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 11:00,0,4.14,302.35,0.4296,-0.16,-9999,0.18946,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 12:00,0,5.12,288.1,0.3939,0.52,-9999,0.189045,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 13:00,0,5.2,267.88,0.3673,1.62,-9999,0.18863,0.17701,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 14:00,0,5.28,244.95,0.3544,2.66,-9999,0.183235,0.1768025,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 15:00,0,4.99,283.8,0.3469,3.17,-9999,0.18116,0.1768025,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 16:00,0,5.26,282.12,0.3268,3.13,-9999,0.18033,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 17:00,0,4.95,282.27,0.3491,2.54,-9999,0.18033,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 18:00,0,5.19,279.4,0.3282,3.63,-9999,0.1797075,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 19:00,0,4.84,296.93,0.3573,1.36,-9999,0.1795,0.17618,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 20:00,0,4.58,324,0.3574,0.32,-9999,0.17867,0.1755575,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 21:00,0,3.15,308.82,0.404,-0.51,-9999,0.1788775,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 22:00,0,3.28,317.93,0.4698,-1.01,-9999,0.17867,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15/04/2014 23:00,0,4.93,332.73,0.5207,-1.16,-9999,0.17867,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 00:00,0,4.62,345.68,0.524,-1.61,-9999,0.1784625,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 01:00,0,1.75,249.46,0.5194,-1.64,-9999,0.17784,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 02:00,0,1.88,313.55,0.5832,-1.9,-9999,0.17784,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 03:00,0,1.24,190.28,0.6012,-2.11,-9999,0.17784,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 04:00,0,1.63,314.77,0.6816,-2.71,-9999,0.17784,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 05:00,0,1.57,190.26,0.5606,-2.71,-9999,0.17784,0.1751425,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 06:00,0,4.79,335.23,0.544,-3.51,-9999,0.17784,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 07:00,0,3.99,106.66,0.4946,-3.86,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 08:00,0,2.67,47.62,0.4748,-3.88,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 09:00,0,1.19,84.03,0.4599,-3.62,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 10:00,0,1.75,206.6,0.3846,-1.13,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 11:00,0,2.06,230.82,0.3703,0.54,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 12:00,0,3.87,235.6,0.3358,2.14,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 13:00,0,3.83,256.7,0.34,3.95,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 14:00,0,3.86,271.55,0.3151,5.19,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 15:00,0,4.65,308.77,0.2828,6.3,-9999,0.17701,0.17535,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 16:00,0,7.28,304.38,0.2806,5.81,-9999,0.1768025,0.1747275,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 17:00,0,7.47,325.18,0.325,5.3,-9999,0.17618,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 18:00,0,6.91,335.02,0.3291,4.87,-9999,0.17535,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 19:00,0,6.52,335.15,0.335,4.29,-9999,0.174935,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 20:00,0,6.75,334.02,0.3666,2.43,-9999,0.17452,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 21:00,0,5.7,338.73,0.3871,0.89,-9999,0.17452,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 22:00,0,5.9,166.04,0.4042,0.2,-9999,0.17369,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16/04/2014 23:00,0,5.49,87.41,0.4052,-0.11,-9999,0.17369,0.1743125,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 00:00,0,4.74,278.61,0.4165,-0.57,-9999,0.17369,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 01:00,0,2.99,89.35,0.4346,-1.1,-9999,0.1734825,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 02:00,0,1.59,36.23,0.456,-2.04,-9999,0.17286,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 03:00,0,1.73,41.37,0.4684,-2.63,-9999,0.17286,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 04:00,0,2.03,44.5,0.4534,-3.05,-9999,0.17286,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 05:00,0,2.36,102.74,0.4434,-2.96,-9999,0.1722375,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 06:00,0,2.21,48.45,0.4275,-2.55,-9999,0.17203,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 07:00,0,2.2,118.68,0.438,-2.95,-9999,0.17203,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 08:00,0,1.96,33.43,0.4262,-2.87,-9999,0.17203,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 09:00,0,1.68,50.12,0.4033,-2.44,-9999,0.17203,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 10:00,0,1.38,105.01,0.3371,0.8,-9999,0.17203,0.1743125,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 11:00,0,2.16,186.5,0.2663,3.55,-9999,0.17203,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 12:00,0,2.89,173.8,0.2301,6.19,-9999,0.17203,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 13:00,0,4.43,228.72,0.1484,8.65,-9999,0.17203,0.17452,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 14:00,0,4.54,289.75,0.1498,9.85,-9999,0.1718225,0.1743125,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 15:00,0,5.35,305.18,0.1491,10.36,-9999,0.1712,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17/04/2014 16:00,0,5.86,288.05,0.1383,10.66,-9999,0.1712,0.17369,-9999,-9999,-9999,-9999,-9999,-9999,-9999
