datetime,observation,simulation
2014-04-08,0.2176540625,NA
2014-04-09,0.2119478125,0.353273
2014-04-10,0.205013854166667,0.352765125
2014-04-11,0.203915833333333,0.350855958333333
2014-04-12,0.20222125,0.34856
2014-04-13,0.195209479166667,0.345616291666667
2014-04-14,0.184843125,0.342710541666667
2014-04-15,0.176214583333333,0.339496083333333
2014-04-16,0.170802291666667,0.336018375
2014-04-17,0.1656234375,0.333421666666667
2014-04-18,0.186468541666667,0.332379458333333
2014-04-19,0.204668020833333,0.33156425
2014-04-20,0.213123645833333,0.330692333333333
2014-04-21,0.234807395833333,0.330256166666667
2014-04-22,0.219798229166667,0.329896791666667
2014-04-23,0.212224479166667,0.329685
2014-04-24,0.197076979166667,0.329592833333333
2014-04-25,0.186105416666667,0.329449208333333
2014-04-26,0.2665721875,0.330191416666667
2014-04-27,0.3283034375,0.343240083333333
2014-04-28,0.324611666666667,0.364804375
2014-04-29,0.347670104166667,0.390846291666667
2014-04-30,0.3353325,0.422008625
2014-05-01,0.334355520833333,0.425458416666667
2014-05-02,0.327827916666667,0.426211125
2014-05-03,0.310570833333333,0.423365041666667
2014-05-04,0.29404,0.418970833333333
2014-05-05,0.275529270833333,0.414192625
2014-05-06,0.286561354166667,0.41025275
2014-05-07,0.297576145833333,0.412241791666667
2014-05-08,0.2720190625,0.41312625
2014-05-09,0.253776354166667,0.410957166666667
2014-05-10,0.258782291666667,0.407318083333333
2014-05-11,0.263606666666667,0.403463708333333
2014-05-12,0.250793541666667,0.399487875
2014-05-13,0.236700833333333,0.395347291666667
2014-05-14,0.225763854166667,0.390872125
2014-05-15,0.215068958333333,0.386310541666667
2014-05-16,0.20772,0.382324041666667
2014-05-17,0.193592708333333,0.37857525
2014-05-18,0.1781771875,0.374973833333333
2014-05-19,0.166202708333333,0.371119583333333
2014-05-20,0.15117625,0.36760425
2014-05-21,0.1377665625,0.363978666666667
2014-05-22,0.1948809375,0.361035291666667
2014-05-23,0.205740104166667,0.359609291666667
2014-05-24,0.174009895833333,0.358219833333333
2014-05-25,0.162856770833333,0.357049791666667
2014-05-26,0.192451458333333,0.356472458333333
2014-05-27,0.207832395833333,0.355478916666667
2014-05-28,0.1794221875,0.353414666666667
2014-05-29,0.160825,0.361654958333333
2014-05-30,0.145297083333333,0.378325958333333
2014-05-31,0.128576041666667,0.379401541666667
2014-06-01,0.1178725,0.376934208333333
2014-06-02,0.1116734375,0.37360875
2014-06-03,0.1083015625,0.370377958333333
2014-06-04,0.158386875,0.368677833333333
2014-06-05,0.141683125,0.367091541666667
2014-06-06,0.121235729166667,0.362985958333333
2014-06-07,0.107117083333333,0.358449
2014-06-08,0.0983069791666667,0.353971916666667
2014-06-09,0.0937073958333333,0.349662708333333
2014-06-10,0.0907072916666667,0.345036583333333
2014-06-11,0.0913730208333333,0.340789
2014-06-12,0.0909147916666667,0.336116416666667
2014-06-13,0.0893066666666667,0.331497083333333
2014-06-14,0.0895573958333333,0.32917175
2014-06-15,0.09286875,0.328003125
2014-06-16,0.0935690625,0.326509166666667
2014-06-17,0.0924969791666667,0.325176958333333
2014-06-18,0.0908369791666667,0.323629458333333
2014-06-19,0.0889608333333333,0.321906291666667
2014-06-20,0.0880357291666667,0.320049458333333
2014-06-21,0.0860817708333333,0.317237083333333
2014-06-22,0.136452395833333,0.31470975
2014-06-23,0.159562708333333,0.313125083333333
2014-06-24,0.1799928125,0.311766083333333
2014-06-25,0.1585165625,0.3092575
2014-06-26,0.136608020833333,0.306523375
2014-06-27,0.120267395833333,0.303910958333333
2014-06-28,0.1367809375,0.305163416666667
2014-06-29,0.230735208333333,0.356073
2014-06-30,0.2080571875,0.365631083333333
2014-07-01,0.217455208333333,0.367190833333333
2014-07-02,0.2419575,0.36980425
2014-07-03,0.225616875,0.369328
2014-07-04,0.277171979166667,0.374698125
2014-07-05,0.2428134375,0.379203625
2014-07-06,0.224328645833333,0.377207875
2014-07-07,0.2797225,0.3846415
2014-07-08,0.305046145833333,0.425397416666667
2014-07-09,0.278961666666667,0.421714208333333
2014-07-10,0.272676145833333,0.412634458333333
2014-07-11,0.253897395833333,0.404463416666667
2014-07-12,0.250222916666667,0.397723375
2014-07-13,0.267946875,0.393486583333333
2014-07-14,0.248355416666667,0.390828458333333
2014-07-15,0.2243459375,0.388297708333333
2014-07-16,0.197102916666667,0.385460916666667
2014-07-17,0.170076041666667,0.382660833333333
2014-07-18,0.148824583333333,0.380149875
2014-07-19,0.138172916666667,0.37658875
2014-07-20,0.2283921875,0.376781458333333
2014-07-21,0.29518125,0.396694583333333
2014-07-22,0.263909270833333,0.401222916666667
2014-07-23,0.2771028125,0.399364125
2014-07-24,0.291039895833333,0.403112333333333
2014-07-25,0.32111875,0.409404541666667
2014-07-26,0.328986458333333,0.426858166666667
2014-07-27,0.3192771875,0.424689666666667
2014-07-28,0.344038854166667,0.421228958333333
2014-07-29,0.346157083333333,0.432375458333333
2014-07-30,0.326358125,0.428900708333333
2014-07-31,0.312369166666667,0.419982125
2014-08-01,0.314115625,0.412803625
2014-08-02,0.315447083333333,0.407080416666667
2014-08-03,0.306611041666667,0.401042625
2014-08-04,0.326453229166667,0.396101541666667
2014-08-05,0.297783645833333,0.392086541666667
2014-08-06,0.2851175,0.387394
2014-08-07,0.2881003125,0.383404541666667
2014-08-08,0.327585833333333,0.382525416666667
2014-08-09,0.346191666666667,0.393633166666667
2014-08-10,0.338410416666667,0.39599975
2014-08-11,0.340450833333333,0.395055375
2014-08-12,0.375086041666667,0.417034
