GoF  SOIL__N  SOIL__LOG10_Alpha  SOIL__ThetaSat  SOIL__ThetaRes  SOIL__LOG10_NormalHydrConductivity  SCALAR__SoilRoughness  SCALAR__LSAI  SCALAR__CanopyFraction  SCALAR__DecayCoeffCanopy  SCALAR__RootDepth  SCALAR__MinStomatalRes  SCALAR__VegReflectVis  SCALAR__VegReflNIR  SCALAR__VegTransVis  SCALAR__VegTransNIR  SCALAR__CanDensSurface  SCALAR__SoilAlbVisDry  SCALAR__SoilAlbNIRDry  SCALAR__SoilAlbVisWet  SCALAR__SoilAlbNIRWet  SCALAR__SoilEmissiv
 4.336400e-02   1.192640e+00  -2.458519e+00   4.927136e-01   5.907694e-02  -4.073620e+00   2.390916e+02   7.650704e-01   5.220122e-01   3.125770e+01   2.668389e+02   5.150735e+01   1.523190e-01   2.430221e-01   8.932644e-02   3.045690e-01   3.806163e+00   8.145898e-02   2.486968e-01   2.798700e-01   3.175643e-01   8.716850e-01
 4.130400e-02   1.162733e+00  -2.547964e+00   4.990574e-01   4.631779e-02  -4.301030e+00   2.105680e+02   5.975446e-01   3.664647e-01   4.304705e+01   3.651185e+02   6.540580e+01   6.074981e-02   2.651983e-01   9.602473e-02   3.396439e-01   3.563437e+00   7.394286e-02   1.587206e-01   3.131234e-01   2.037185e-01   8.721069e-01
 4.365600e-02   1.235336e+00  -2.519401e+00   4.917306e-01   4.105822e-02  -4.028660e+00   2.887084e+02   5.153178e-01   5.207518e-01   3.822164e+01   5.343699e+02   5.523839e+01   1.296521e-01   2.592003e-01   9.250229e-02   2.346222e-01   2.324864e+00   1.071527e-01   2.056014e-01   3.939657e-01   2.608387e-01   8.884030e-01
 4.303100e-02   1.194191e+00  -2.493612e+00   4.664750e-01   5.716231e-02  -3.871616e+00   2.769702e+02   6.553005e-01   6.474453e-01   4.464321e+01   1.645105e+02   7.072793e+01   1.813591e-01   2.739920e-01   1.246146e-01   2.517018e-01   2.901124e+00   1.405086e-01   2.440700e-01   1.822116e-01   2.574740e-01   8.055150e-01
 3.993000e-02   1.150000e+00  -2.391292e+00   4.720344e-01   4.485788e-02  -4.144579e+00   1.634357e+02   6.910381e-01   5.495362e-01   3.083369e+01   1.062419e+02   6.930338e+01   1.489074e-01   2.099945e-01   9.346657e-02   2.340583e-01   3.815452e+00   1.632022e-01   1.950414e-01   2.830918e-01   2.055499e-01   8.000000e-01
 4.202200e-02   1.205774e+00  -2.475310e+00   5.014295e-01   7.089382e-02  -4.138428e+00   2.174264e+02   9.122376e-01   3.121727e-01   3.512760e+01   1.998230e+02   5.189289e+01   1.524526e-01   2.923543e-01   8.803298e-02   1.902439e-01   3.043228e+00   7.235091e-02   2.779377e-01   2.917426e-01   4.239127e-01   8.586799e-01
 4.219500e-02   1.150000e+00  -2.096910e+00   4.424550e-01   7.413366e-02  -3.919540e+00   2.250646e+02   9.137385e-01   6.849075e-01   4.187682e+01   4.419249e+02   9.232932e+01   1.706763e-01   3.391338e-01   8.811529e-02   2.236805e-01   3.623531e+00   5.000000e-02   1.009703e-01   2.534405e-01   4.111170e-01   8.578956e-01
 4.504400e-02   1.450390e+00  -2.905192e+00   4.876068e-01   7.089713e-02  -4.227584e+00   4.353320e+02   3.715672e-01   7.630902e-01   2.868441e+01   4.528334e+02   4.864324e+01   1.053335e-01   2.970265e-01   1.131379e-01   4.781978e-01   5.964645e+00   2.257704e-01   2.317089e-01   1.832672e-01   5.000000e-02   8.266257e-01
 3.872700e-02   1.177416e+00  -2.096910e+00   5.004513e-01   5.837204e-02  -4.222504e+00   2.304529e+02   9.385030e-01   6.658551e-01   3.303159e+01   2.413081e+02   4.803792e+01   1.220088e-01   2.313261e-01   1.322505e-01   3.717587e-01   3.631159e+00   5.000000e-02   2.405154e-01   2.113363e-01   2.159105e-01   8.000000e-01
 4.525900e-02   1.168234e+00  -2.344264e+00   4.901169e-01   4.266422e-02  -3.271593e+00   2.599959e+02   9.435299e-01   3.563946e-01   2.727841e+01   5.177891e+02   3.295516e+01   7.176607e-02   1.237102e-01   5.768772e-02   7.953874e-02   2.486546e+00   5.162001e-02   2.220229e-01   3.504914e-01   1.689137e-01   8.000000e-01
 3.810900e-02   1.229441e+00  -2.217122e+00   5.007533e-01   4.726339e-02  -4.301030e+00   2.260615e+02   3.858945e-01   6.018239e-01   4.062033e+01   3.657121e+02   7.480815e+01   1.305397e-01   2.554545e-01   8.295402e-02   3.048231e-01   4.470909e+00   1.103755e-01   2.900193e-01   2.640049e-01   2.305046e-01   8.241660e-01
 4.533000e-02   1.154566e+00  -2.502335e+00   5.078990e-01   4.986256e-02  -4.301030e+00   1.310454e+02   4.134516e-01   6.093082e-01   6.113897e+01   2.659341e+02   6.832103e+01   1.447138e-01   3.438727e-01   9.350808e-02   3.089284e-01   5.143163e+00   8.528383e-02   2.090721e-01   2.760981e-01   5.000000e-02   8.606498e-01
 4.467500e-02   1.276900e+00  -2.624346e+00   4.733885e-01   6.567301e-02  -3.759580e+00   3.624516e+02   6.455086e-01   7.310727e-01   4.968455e+01   1.583063e+02   9.026265e+01   1.694071e-01   2.085278e-01   5.286182e-02   3.678495e-01   5.766165e+00   1.776954e-01   1.687564e-01   2.568959e-01   1.581794e-01   8.879709e-01
 5.262000e-02   1.530184e+00  -3.033356e+00   6.817934e-01   5.276135e-02  -2.909693e+00   1.329061e+02   5.468365e-02   4.009709e-01   4.099576e+01   2.233202e+02   3.884387e+01   1.349294e-01   1.553105e-01   1.104265e-01   3.895015e-01   4.266743e+00   1.140647e-01   2.772007e-01   3.653164e-01   7.858394e-02   8.208613e-01
 4.410900e-02   1.225172e+00  -2.362319e+00   4.741296e-01   6.999537e-02  -3.858036e+00   2.507568e+02   9.050006e-01   4.944774e-01   4.234229e+01   2.451621e+02   5.013031e+01   1.519382e-01   2.433577e-01   8.152092e-02   2.718309e-01   2.861092e+00   8.006003e-02   2.209109e-01   2.638662e-01   3.520733e-01   8.684791e-01
 4.358900e-02   1.175446e+00  -2.717989e+00   4.523876e-01   6.038324e-02  -3.559496e+00   3.607053e+02   6.577961e-01   5.709635e-01   2.915350e+01   5.048094e+02   5.914688e+01   8.881877e-02   2.640680e-01   1.021506e-01   2.618709e-01   9.880172e-01   8.021532e-02   1.880318e-01   2.990262e-01   3.211801e-01   8.965676e-01
 4.112900e-02   1.150643e+00  -2.316134e+00   4.725045e-01   5.860056e-02  -4.003108e+00   1.734097e+02   7.451201e-01   5.798663e-01   3.348847e+01   1.908934e+02   6.049959e+01   1.262197e-01   2.834748e-01   9.159381e-02   1.507296e-01   2.396838e+00   8.031195e-02   2.788344e-01   2.434675e-01   3.281793e-01   8.355251e-01
 4.160300e-02   1.302452e+00  -2.479250e+00   5.008573e-01   6.457979e-02  -4.301030e+00   2.046776e+02   7.595895e-01   6.218382e-01   3.226193e+01   3.200776e+02   5.688808e+01   1.222588e-01   2.581679e-01   9.569495e-02   2.114531e-01   3.873234e+00   6.547437e-02   1.626179e-01   2.186961e-01   2.933690e-01   8.306609e-01
 4.373200e-02   1.152573e+00  -2.334387e+00   4.464103e-01   5.454102e-02  -3.776282e+00   3.531551e+02   6.182296e-01   6.945240e-01   4.984575e+01   4.267687e+02   6.735783e+01   1.471925e-01   2.061859e-01   1.168597e-01   2.578273e-01   2.315307e+00   1.307697e-01   2.922847e-01   3.086751e-01   1.862579e-01   8.363895e-01
 3.738200e-02   1.188342e+00  -2.184155e+00   4.760695e-01   6.615717e-02  -4.277505e+00   2.384908e+02   9.777005e-01   6.385880e-01   3.687268e+01   4.536822e+02   8.788280e+01   1.421425e-01   2.759079e-01   7.272050e-02   2.690733e-01   5.087169e+00   5.000000e-02   1.963289e-01   2.441645e-01   2.776832e-01   8.306357e-01
 4.317800e-02   1.189052e+00  -2.516690e+00   4.553334e-01   6.279902e-02  -4.133518e+00   2.076831e+02   9.142910e-01   5.591999e-01   4.018657e+01   3.616417e+02   5.417231e+01   1.401132e-01   2.936517e-01   8.783478e-02   2.361819e-01   3.615214e+00   9.244401e-02   2.476676e-01   2.453816e-01   3.399962e-01   8.587051e-01
 4.008200e-02   1.196894e+00  -2.408284e+00   4.921474e-01   4.000000e-02  -4.301030e+00   1.953413e+02   4.036691e-01   6.908676e-01   2.798962e+01   3.221999e+02   8.630005e+01   1.595708e-01   2.476515e-01   7.009214e-02   2.432278e-01   7.407441e+00   9.377976e-02   2.785748e-01   3.473291e-01   5.202543e-02   8.232774e-01
 4.272000e-02   1.150000e+00  -2.736481e+00   4.658804e-01   4.264443e-02  -4.048344e+00   1.990973e+02   7.664086e-01   5.626803e-01   4.981842e+01   5.051840e+02   5.061558e+01   1.169311e-01   2.567390e-01   7.133902e-02   1.550262e-01   2.677754e+00   1.188050e-01   2.793052e-01   2.993333e-01   1.552121e-01   8.530191e-01
 4.384300e-02   1.150000e+00  -2.579465e+00   4.837053e-01   5.560491e-02  -3.049984e+00   2.822884e+02   7.184968e-01   1.987082e-01   3.595305e+01   9.494282e+01   6.739526e+01   1.552227e-01   2.557365e-01   2.971888e-02   1.104122e-01   2.738136e+00   1.629298e-01   1.674155e-01   2.912303e-01   1.856988e-01   8.509013e-01
 4.309400e-02   1.177145e+00  -2.625387e+00   4.881615e-01   6.791303e-02  -4.301030e+00   2.806177e+02   1.000000e+00   5.693244e-01   4.681870e+01   2.174128e+02   4.689362e+01   1.559387e-01   2.775030e-01   1.258961e-01   5.803917e-02   2.737777e+00   6.497248e-02   1.993031e-01   2.801677e-01   3.802143e-01   8.813160e-01
 4.207100e-02   1.218185e+00  -2.219127e+00   4.849796e-01   6.275217e-02  -3.956261e+00   1.277805e+02   6.118714e-01   5.636060e-01   4.997827e+01   2.111282e+02   4.254369e+01   1.903160e-01   1.326957e-01   5.744205e-02   2.638365e-01   3.634428e+00   9.210676e-02   1.763717e-01   3.628592e-01   2.838969e-01   8.667043e-01
 3.631900e-02   1.194152e+00  -2.096910e+00   4.892589e-01   6.515080e-02  -4.301030e+00   2.156094e+02   1.000000e+00   6.251879e-01   3.682420e+01   2.730475e+02   4.341593e+01   1.512933e-01   2.389445e-01   9.014492e-02   3.144383e-01   3.390043e+00   5.604248e-02   2.683358e-01   2.115234e-01   3.546803e-01   8.086889e-01
 4.657800e-02   1.242271e+00  -2.431286e+00   5.253761e-01   7.020304e-02  -2.445710e+00   2.104805e+02   3.032145e-01   6.285322e-01   4.469826e+01   2.757017e+02   5.381919e+01   1.337458e-01   2.398300e-01   1.111358e-01   3.452865e-01   2.294655e+00   1.707102e-01   2.642686e-01   2.341640e-01   1.458697e-01   8.926451e-01
 4.558200e-02   1.323677e+00  -2.860917e+00   5.055671e-01   6.395945e-02  -3.661688e+00   1.743469e+02   9.620586e-01   5.906660e-01   4.553871e+01   1.554308e+02   5.845045e+01   1.109356e-01   3.425337e-01   1.447033e-01   3.081250e-01   2.380774e+00   1.414886e-01   3.415293e-01   1.325739e-01   2.151043e-01   9.144111e-01
 4.074300e-02   1.280652e+00  -2.411778e+00   5.083366e-01   6.375446e-02  -4.301030e+00   2.959729e+02   7.806265e-01   5.768644e-01   4.248450e+01   4.102422e+02   6.756144e+01   1.942426e-01   3.061680e-01   1.369727e-01   4.942532e-01   3.397744e+00   5.000000e-02   2.915380e-01   1.681097e-01   3.010409e-01   9.463370e-01
 4.207000e-02   1.161060e+00  -2.702707e+00   4.840258e-01   4.631660e-02  -4.280063e+00   1.450471e+02   9.471956e-01   4.789969e-01   4.025499e+01   3.150123e+02   4.899977e+01   8.816763e-02   2.488247e-01   8.827796e-02   1.005034e-01   2.839710e+00   1.639294e-01   2.443243e-01   3.696585e-01   2.579749e-01   8.000000e-01
 4.403000e-02   1.173720e+00  -2.569020e+00   4.851719e-01   6.302210e-02  -3.981682e+00   2.140592e+02   7.759773e-01   3.158004e-01   3.897012e+01   3.951674e+02   5.466999e+01   1.507922e-01   2.036668e-01   5.207259e-02   1.945778e-01   1.534740e+00   1.942416e-01   1.454022e-01   3.075774e-01   1.388566e-01   8.278797e-01
 3.890400e-02   1.225766e+00  -2.308250e+00   5.015102e-01   4.734681e-02  -4.301030e+00   2.102090e+02   8.561218e-01   6.481677e-01   4.792921e+01   4.231609e+02   5.513292e+01   1.226717e-01   2.189431e-01   1.104697e-01   3.816348e-01   3.195305e+00   6.532661e-02   2.248743e-01   2.314567e-01   1.864465e-01   8.268234e-01
 4.016300e-02   1.150000e+00  -2.455048e+00   4.902693e-01   5.412316e-02  -4.301030e+00   4.308785e+02   6.801181e-01   5.934698e-01   4.564795e+01   5.578166e+02   9.437971e+01   1.422291e-01   1.437712e-01   3.544497e-02   3.587238e-01   3.787946e+00   1.622072e-01   1.596852e-01   3.999233e-01   2.013072e-01   8.335661e-01
 4.141500e-02   1.162963e+00  -2.398009e+00   4.668154e-01   6.481782e-02  -4.069488e+00   1.336482e+02   9.159257e-01   4.280738e-01   2.918229e+01   3.007167e+02   3.906144e+01   1.754909e-01   3.024145e-01   9.529457e-02   3.268823e-01   2.852748e+00   8.784799e-02   2.966476e-01   2.088497e-01   3.946944e-01   8.484558e-01
 3.979200e-02   1.154634e+00  -2.222933e+00   5.111611e-01   6.962519e-02  -4.238889e+00   2.414533e+02   9.142997e-01   4.334779e-01   4.372088e+01   2.306116e+02   5.442169e+01   1.552349e-01   2.887098e-01   4.805273e-02   2.258438e-01   3.472323e+00   5.768291e-02   2.523594e-01   2.639922e-01   3.288825e-01   8.568169e-01
 3.645700e-02   1.150000e+00  -2.208396e+00   4.714777e-01   5.178730e-02  -4.301030e+00   1.235649e+02   5.591189e-01   6.579089e-01   4.403312e+01   2.233054e+02   8.034411e+01   1.562942e-01   2.266275e-01   6.925021e-02   2.950876e-01   6.328922e+00   1.136042e-01   2.538298e-01   3.337968e-01   1.487294e-01   8.364306e-01
 3.723600e-02   1.192533e+00  -2.222855e+00   4.883835e-01   5.692875e-02  -4.269925e+00   2.076298e+02   8.597460e-01   5.962622e-01   3.499414e+01   2.529217e+02   6.235904e+01   1.535679e-01   2.729110e-01   9.542358e-02   2.863345e-01   5.347589e+00   1.021683e-01   2.625659e-01   3.183397e-01   2.406355e-01   8.167155e-01
 3.836700e-02   1.178144e+00  -2.281683e+00   5.015511e-01   6.643291e-02  -4.301030e+00   2.906349e+02   6.912199e-01   4.033564e-01   4.868624e+01   1.885477e+02   5.731169e+01   1.219780e-01   2.595515e-01   7.797665e-02   3.092057e-01   2.797045e+00   1.104548e-01   2.624627e-01   3.246234e-01   2.047205e-01   8.930403e-01
 4.069700e-02   1.183273e+00  -2.428516e+00   4.798648e-01   6.733604e-02  -4.138037e+00   1.958441e+02   9.756373e-01   4.856271e-01   3.599606e+01   3.606206e+02   5.702457e+01   1.485974e-01   2.812103e-01   7.622327e-02   2.384348e-01   3.321188e+00   5.375702e-02   2.319462e-01   3.303563e-01   3.297699e-01   8.474353e-01
 4.366300e-02   1.273138e+00  -2.928875e+00   4.695440e-01   4.885497e-02  -4.185945e+00   3.653073e+02   7.853063e-01   6.982349e-01   4.490371e+01   5.019396e+02   5.233619e+01   1.845093e-01   2.429177e-01   1.048486e-01   2.965480e-01   2.430473e+00   5.166601e-02   2.996388e-01   3.397922e-01   2.225628e-01   8.647276e-01
 4.149700e-02   1.211589e+00  -2.422274e+00   4.768998e-01   5.036052e-02  -4.140526e+00   1.467579e+02   9.060448e-01   6.868277e-01   3.606326e+01   2.267127e+02   5.395443e+01   1.178706e-01   2.374203e-01   1.128701e-01   2.944534e-01   3.519778e+00   7.947542e-02   1.911810e-01   2.646801e-01   2.701722e-01   8.363432e-01
 4.557200e-02   1.174088e+00  -2.171161e+00   4.403939e-01   6.234436e-02  -3.812053e+00   2.885990e+02   7.778414e-01   8.245103e-01   5.518448e+01   3.317307e+02   2.492386e+01   9.890836e-02   1.719147e-01   1.246181e-01   2.768686e-01   2.674240e+00   1.223133e-01   3.020522e-01   1.633510e-01   3.181306e-01   8.269426e-01
 3.772900e-02   1.166075e+00  -2.160800e+00   4.737753e-01   5.078116e-02  -4.204321e+00   2.483309e+02   7.250637e-01   6.591983e-01   3.626908e+01   3.043599e+02   6.756686e+01   1.398135e-01   1.914919e-01   1.236218e-01   3.066929e-01   3.083611e+00   1.333302e-01   2.947649e-01   3.274429e-01   2.406405e-01   8.569512e-01
 4.224600e-02   1.152282e+00  -2.538906e+00   4.689759e-01   6.430665e-02  -4.044561e+00   2.324908e+02   9.496144e-01   6.442419e-01   3.017808e+01   3.220124e+02   7.294123e+01   1.510857e-01   2.426351e-01   8.166137e-02   3.448849e-01   4.798811e+00   1.522518e-01   2.514178e-01   1.219660e-01   2.085172e-01   8.571869e-01
 4.290400e-02   1.200036e+00  -2.541036e+00   4.930747e-01   4.667251e-02  -4.065884e+00   2.328044e+02   9.495844e-01   5.469862e-01   2.786434e+01   2.371327e+02   6.965069e+01   1.304698e-01   2.513110e-01   9.766581e-02   2.129601e-01   3.367932e+00   1.178473e-01   2.703323e-01   2.479489e-01   2.204422e-01   8.153948e-01
 4.402100e-02   1.284092e+00  -2.911336e+00   4.996348e-01   7.730883e-02  -3.380765e+00   2.201784e+02   9.193668e-01   1.902830e-01   4.493616e+01   4.263073e+02   6.040091e+01   1.505914e-01   2.386582e-01   8.622263e-02   1.905792e-01   1.000000e-01   1.744041e-01   9.014977e-02   2.585220e-01   1.613366e-01   9.767574e-01
