Dz,Kh,Kv,vwc_r,vwc_w,vwc_fc,vwc_s,alpha,n,InitPsi
20,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-847.520601536409
46.142681857139,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-2627.46463112222
106.457354448457,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-1317.61352024235
245.611391883393,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-542.875924454119
566.658415808224,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-89.2231574013243
1307.35695011546,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-2715.62997186548
3016.24779114487,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-3522.47122193824
6958.88811145481,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-3307.24034118794
16055.0880103143,0.001,1,0.07,0.161718176132058,0.266745309068701,0.7,0.1,1.2,-4177.5449451025
