Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,Psnow_over_canopy[mm],Prain_over_canopy[mm],Psnow_under_canopy[mm],Prain_under_canopy[mm],Prain_rain_on_snow[mm],Wind_speed[m/s],Wind_direction[deg],Relative_Humidity[-],Pressure[mbar],Tair[C],Tdew[C],Tsurface[C],Tvegetation[C],Tcanopyair[C],Surface_Energy_balance[W/m2],Soil_heat_flux[W/m2],SWin[W/m2],SWbeam[W/m2],SWdiff[W/m2],LWin[W/m2],LWin_min[W/m2],LWin_max[W/m2],SWnet[W/m2],LWnet[W/m2],H[W/m2],LE[W/m2],Canopy_fraction[-],LSAI[m2/m2],z0veg[m],d0veg[m],Estored_canopy[W/m2],SWv[W/m2],LWv[W/m2],Hv[W/m2],LEv[W/m2],Hg_unveg[W/m2],LEg_unveg[W/m2],Hg_veg[W/m2],LEg_veg[W/m2],Evap_surface[mm],Trasp_canopy[mm],Water_on_canopy[mm],Snow_on_canopy[mm],Qvegetation[-],Qsurface[-],Qair[-],Qcanopyair[-],LObukhov[m],LObukhovcanopy[m],Wind_speed_top_canopy[m/s],Decay_of_K_in_canopy[-],SWup[W/m2],LWup[W/m2],Hup[W/m2],LEup[W/m2],snow_depth[mm],snow_water_equivalent[mm],snow_density[kg/m3],snow_temperature[C],snow_melted[mm],snow_subl[mm],snow_blown_away[mm],snow_subl_while_blown[mm],glac_depth[mm],glac_water_equivalent[mm],glac_density[kg/m3],glac_temperature[C],glac_melted[mm],glac_subl[mm],lowest_thawed_soil_depth[mm],highest_thawed_soil_depth[mm],lowest_water_table_depth[mm],highest_water_table_depth[mm]
01/01/2012 01:00,734869.041667,0.041667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,0.000000,5.000000,-0.012389,2.547124,1.288276,4.868222,-28.192878,-28.192878,0.000000,0.000000,0.000000,300.008889,243.233799,270.929112,0.000000,-29.785142,-1.637000,0.044736,0.842432,0.285724,0.040000,0.266800,0.307838,0.000000,-1.175440,-1.483278,0.000000,-5.258758,0.284013,-0.959587,0.000000,0.000065,0.000000,0.000000,0.000000,0.004930,0.005397,0.004486,0.004486,12.537449,642660220100778368.000000,0.149537,95.817339,0.000000,331.717190,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,18157.982212,18157.982212
01/01/2012 02:00,734869.083333,0.083333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.534648,56.187296,0.804053,0.000000,1.530911,-1.525618,1.134701,-0.575255,1.489302,-38.999005,-38.999005,0.000000,0.000000,0.000000,285.104402,230.649466,257.529143,0.000000,-38.748043,0.156401,0.094561,0.842432,0.285724,0.040000,0.266800,-0.727159,0.000000,-1.588806,-0.861648,0.000000,1.768915,0.600428,-0.145203,0.000000,0.000136,0.000000,0.000000,0.000000,0.004316,0.004879,0.004023,0.004023,6595.341950,-134651165755812216832.000000,0.758049,95.817339,0.000000,326.269198,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 03:00,734869.125000,0.125000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.274277,115.105702,0.849424,0.000000,0.381987,-1.851203,0.007819,-1.981218,0.348340,-38.308235,-38.308235,0.000000,0.000000,0.000000,280.259713,226.706392,253.155867,0.000000,-38.655635,-0.390092,0.042693,0.842432,0.285724,0.040000,0.266800,-0.160075,0.000000,-1.165847,-0.979301,-0.026471,-1.712981,0.271054,-0.142659,0.000000,0.000061,0.000000,0.000000,0.000000,0.003883,0.004493,0.003920,0.003919,315.380913,-168162198376591785984.000000,0.381104,95.817339,0.000000,320.752419,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 04:00,734869.166667,0.166667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.409854,36.782459,0.871374,0.000000,0.415553,-1.471775,-0.486666,-2.300996,0.394963,-34.010209,-34.010209,0.000000,0.000000,0.000000,280.594321,227.298745,253.419656,0.000000,-35.756595,-1.394124,-0.352263,0.842432,0.285724,0.040000,0.266800,-0.055988,0.000000,-1.339554,-1.133805,-0.149761,-6.871949,-1.972400,-0.369552,-0.000000,-0.000447,0.000000,0.000000,0.000000,0.003792,0.004334,0.004031,0.004030,1860.363073,310713220184428904448.000000,0.720727,95.817339,0.000000,318.123880,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,8.105971,50000.000000,50000.000000
01/01/2012 05:00,734869.208333,0.208333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,3.048028,41.817000,0.912489,0.000000,0.934159,-0.329872,-0.707562,-2.173253,0.915508,-27.763607,-27.763607,0.000000,0.000000,0.000000,283.278433,230.370966,255.736470,0.000000,-31.546284,-2.955178,-0.827499,0.842432,0.285724,0.040000,0.266800,0.045215,0.000000,-1.599296,-1.297182,-0.347330,-15.120261,-4.633454,-0.679821,-0.000000,-0.001051,0.000000,0.000000,0.000000,0.003828,0.004264,0.004384,0.004380,3341.985490,168819287152396599296.000000,0.911589,95.817339,0.000000,316.683790,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,17.959731,50000.000000,50000.000000
01/01/2012 06:00,734869.250000,0.250000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.841986,47.860424,0.882313,0.000000,1.402733,-0.328820,-0.890651,-2.101000,1.368070,-24.675291,-24.675291,0.000000,0.000000,0.000000,285.149024,231.775671,257.439121,0.000000,-28.461767,-3.009029,-0.777448,0.842432,0.285724,0.040000,0.266800,0.021214,0.000000,-1.767363,-1.455505,-0.333072,-14.041073,-4.353204,-0.945595,-0.000000,-0.000987,0.000000,0.000000,0.000000,0.003848,0.004207,0.004384,0.004379,654.890828,23567540482573299712.000000,0.550892,95.817339,0.000000,315.532959,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,18.762702,50000.000000,50000.000000
01/01/2012 07:00,734869.291667,0.291667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.189750,108.106037,0.833958,0.000000,1.575078,-0.931443,-1.026121,-2.164242,1.543911,-22.820194,-22.820194,0.000000,0.000000,0.000000,285.504886,231.477235,257.830663,0.000000,-27.374381,-3.791856,-0.762331,0.842432,0.285724,0.040000,0.266800,-0.018714,0.000000,-1.801365,-1.555672,-0.226979,-18.312237,-4.268556,-1.075964,-0.000000,-0.000968,0.000000,0.000000,0.000000,0.003830,0.004166,0.004195,0.004192,1020.278033,33518106113808953344.000000,0.654899,95.817339,0.000000,314.787106,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,19.036673,50000.000000,50000.000000
01/01/2012 08:00,734869.333333,0.333333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.951737,114.381155,0.735459,0.000000,3.189050,-1.078170,-0.809435,-1.576924,3.144526,-15.191522,-15.191522,0.000000,0.000000,0.000000,291.950870,236.177315,263.714729,0.000000,-21.348381,-5.418422,-0.738437,0.842432,0.285724,0.040000,0.266800,0.190948,0.000000,-1.874635,-1.972957,-0.092627,-25.566436,-4.134764,-1.649938,-0.000000,-0.000938,0.000000,0.000000,0.000000,0.004000,0.004233,0.004150,0.004149,564.595356,14040179107798147072.000000,0.583715,95.817339,0.000000,315.040114,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,18.955164,50000.000000,50000.000000
01/01/2012 09:00,734869.375000,0.375000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.659406,103.611490,0.732826,0.000000,3.005216,-1.304492,-0.162891,0.523731,2.977995,-1.796088,-1.796088,26.532131,3.895013,22.637118,291.078541,235.314524,262.945551,17.361000,-23.469168,-3.901848,-0.410232,0.842432,0.285724,0.040000,0.266800,0.523628,6.013725,-6.424752,-1.022129,0.087474,-17.761306,-2.297033,-1.309576,-0.000000,-0.000521,0.000121,0.000000,0.000000,0.004666,0.004438,0.004081,0.004083,669.954471,10175554560493281280.000000,0.496287,95.817339,4.104979,319.817472,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,12.168936,50000.000000,50000.000000
01/01/2012 10:00,734869.416667,0.416667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.146932,117.909110,0.671038,0.000000,4.701521,-0.877768,4.664338,14.069642,4.839858,80.986923,80.986923,201.907982,114.430897,87.477084,278.586674,241.114995,200.711604,128.587202,-47.449902,-0.086231,0.236608,0.842432,0.285724,0.040000,0.266800,3.273057,50.464361,-39.600597,3.736659,3.854049,-0.158126,1.500269,-0.072784,0.000000,0.000342,0.005390,0.000000,0.000000,0.011910,0.006276,0.004211,0.004321,-75.085064,10187920925225232384.000000,0.350283,95.817339,30.808006,356.610098,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 11:00,734869.458333,0.458333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.719642,182.689345,0.592060,0.000000,6.763281,-0.636219,12.553854,23.057322,7.076240,178.293646,178.293646,424.010466,322.351073,101.659393,253.677021,247.934988,91.859299,294.816312,-111.066478,4.760156,0.696031,0.842432,0.285724,0.040000,0.266800,3.185058,78.874489,-61.249627,6.345248,8.094556,18.378231,4.408127,2.213032,0.000000,0.001012,0.011348,0.000000,0.000000,0.021001,0.010797,0.004287,0.004596,-13.723738,-3150300690908329984.000000,0.232577,95.817339,62.747791,410.491955,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 12:00,734869.500000,0.500000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.201490,91.499074,0.575418,0.000000,7.312546,-0.510828,20.645102,28.645350,7.601034,229.253594,229.253594,557.485135,458.694647,98.790488,255.649931,249.861456,92.574354,403.105710,-157.621922,14.574873,1.655321,0.842432,0.285724,0.040000,0.266800,1.738254,86.569949,-65.601613,8.269483,10.960599,64.725467,10.476758,5.194708,0.000000,0.002424,0.015782,0.000000,0.000000,0.029347,0.018138,0.004326,0.004624,-41.243246,-1944320381648670208.000000,0.371870,95.817339,81.450162,461.304003,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 13:00,734869.541667,0.541667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.477162,93.649024,0.562560,0.000000,7.670324,-0.485556,21.844510,28.382133,7.909278,133.020963,133.020963,434.249502,291.665890,142.583613,266.208175,251.044906,125.445540,308.179082,-156.114938,17.304266,1.738915,0.842432,0.285724,0.040000,0.266800,-0.490473,73.715810,-55.080381,8.045589,11.080313,80.211648,11.018423,5.538072,0.000000,0.002552,0.016237,0.000000,0.000000,0.028815,0.019411,0.004334,0.004590,-74.690727,-2151554188565650944.000000,0.450979,95.817339,63.969891,466.047977,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 14:00,734869.583333,0.583333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.123817,56.738760,0.624389,0.000000,5.793973,-0.823794,17.871933,22.022188,5.930628,24.315118,24.315118,271.763416,119.346065,152.417351,259.340459,244.609324,122.186298,187.540572,-144.208566,17.832480,1.184408,0.842432,0.285724,0.040000,0.266800,-1.727059,51.820535,-39.622820,6.415687,7.509087,87.534479,7.514733,4.795421,0.000000,0.001734,0.010995,0.000000,0.000000,0.019635,0.015140,0.004228,0.004352,-259.554666,-5929181163724871680.000000,0.639319,95.817339,40.567586,437.906558,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 15:00,734869.625000,0.625000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.772554,61.303265,0.613812,0.000000,5.956355,-0.903684,16.382648,22.104671,6.061854,30.584521,30.584521,272.435698,160.987036,111.448662,259.803671,245.013426,122.422928,182.027528,-132.894409,17.698114,0.850484,0.842432,0.285724,0.040000,0.266800,0.806785,58.842741,-44.048673,6.391903,7.595380,90.107425,5.395661,4.154678,0.000000,0.001243,0.011144,0.000000,0.000000,0.019846,0.013764,0.004203,0.004300,-580.370519,-16022205908248150016.000000,0.831693,95.817339,40.837184,429.467865,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 16:00,734869.666667,0.666667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.655780,66.179524,0.591371,0.000000,6.583649,-0.821204,12.324691,15.898506,6.647362,-44.184516,-44.184516,120.861412,55.197459,65.663953,265.713342,247.111794,136.196615,73.868844,-108.133145,9.470321,0.449894,0.842432,0.285724,0.040000,0.266800,-2.922957,33.611231,-28.353096,3.722541,4.458552,47.813168,2.856731,2.298676,0.000000,0.000656,0.006509,0.000000,0.000000,0.013374,0.010585,0.004229,0.004288,-888.946100,-19548249191416840192.000000,0.795854,95.817339,18.677405,400.301283,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 17:00,734869.708333,0.708333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.980707,62.717568,0.611202,0.000000,6.099864,-0.826329,7.176334,4.302295,6.083311,-84.277442,-84.277442,8.163891,0.804234,7.359656,267.643853,245.571319,147.918749,5.493863,-88.154999,1.505931,0.110375,0.842432,0.285724,0.040000,0.266800,-3.224009,1.684663,-5.169412,-0.735081,0.474341,7.171213,0.701193,0.446297,0.000000,0.000160,0.000686,0.000000,0.000000,0.006159,0.007482,0.004227,0.004236,-170.437136,-21339769917278998528.000000,0.592442,95.817339,1.250814,363.167251,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 18:00,734869.750000,0.750000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.496427,59.186646,0.647974,0.000000,5.243050,-0.839718,4.269832,0.818007,5.210665,-72.053587,-72.053587,0.000000,0.000000,0.000000,268.171584,242.857202,158.654643,0.000000,-73.608639,-1.509779,-0.045273,0.842432,0.285724,0.040000,0.266800,-0.508506,0.000000,-2.329158,-1.820862,0.000210,-7.508383,-0.287558,-0.387800,-0.000000,-0.000065,0.000000,0.000000,0.000000,0.004767,0.006101,0.004223,0.004223,1286.001979,-120159621296987701248.000000,0.746619,95.817339,0.000000,345.712598,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 19:00,734869.791667,0.791667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.108396,293.435004,0.739609,0.000000,4.386233,0.154977,2.558161,-0.404056,4.344778,-60.305916,-60.305916,0.000000,0.000000,0.000000,269.596557,241.556293,169.503601,0.000000,-63.064022,-2.566810,-0.191296,0.842432,0.285724,0.040000,0.266800,-0.265046,0.000000,-2.352019,-1.975449,-0.111524,-12.337266,-1.214904,-0.739344,-0.000000,-0.000276,0.000000,0.000000,0.000000,0.004361,0.005402,0.004541,0.004540,713.085759,-10066740044106353868800.000000,0.630568,95.817339,0.000000,336.125611,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 20:00,734869.833333,0.833333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,3.019430,79.176080,0.816722,0.000000,3.773052,0.931020,1.421911,-1.062597,3.743755,-50.469162,-50.469162,0.000000,0.000000,0.000000,271.551893,240.762201,180.596267,0.000000,-54.941763,-4.166623,-0.305978,0.842432,0.285724,0.040000,0.266800,-0.144326,0.000000,-2.550551,-2.003596,-0.402628,-21.291446,-1.943019,-0.963597,-0.000000,-0.000441,0.000000,0.000000,0.000000,0.004155,0.004978,0.004804,0.004800,2095.811678,147285288626253529088.000000,0.903036,95.817339,0.000000,329.781854,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 21:00,734869.875000,0.875000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.957221,61.298262,0.838115,0.000000,3.310219,0.836809,0.609370,-1.536227,3.280242,-43.937530,-43.937530,0.000000,0.000000,0.000000,273.137712,239.201877,191.522988,0.000000,-48.994835,-4.733803,-0.323502,0.842432,0.285724,0.040000,0.266800,-0.112511,0.000000,-2.595257,-2.011266,-0.471479,-24.102959,-2.054143,-1.110997,-0.000000,-0.000466,0.000000,0.000000,0.000000,0.004012,0.004694,0.004772,0.004767,1968.137703,98431753114659078144.000000,0.884431,95.817339,0.000000,325.253149,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 22:00,734869.916667,0.916667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.705972,52.775412,0.870061,0.000000,2.687422,0.743660,-0.064218,-1.953821,2.637884,-40.760898,-40.760898,0.000000,0.000000,0.000000,274.085846,237.162860,201.843430,0.000000,-44.501204,-3.434611,-0.305695,0.842432,0.285724,0.040000,0.266800,-0.106745,0.000000,-2.553826,-1.921151,-0.525930,-15.773815,-1.940808,-1.126687,-0.000000,-0.000440,0.000000,0.000000,0.000000,0.003891,0.004470,0.004740,0.004731,397.193628,17811147865445349376.000000,0.510213,95.817339,0.000000,321.576319,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/01/2012 23:00,734869.958333,0.958333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.845566,72.675461,0.889732,0.000000,2.419989,0.789902,-0.446304,-2.130544,2.375056,-35.803852,-35.803852,0.000000,0.000000,0.000000,276.438664,236.414585,213.073408,0.000000,-40.035555,-3.753656,-0.478047,0.842432,0.285724,0.040000,0.266800,-0.027283,0.000000,-2.481955,-1.886610,-0.568061,-17.525539,-2.796502,-1.177763,-0.000000,-0.000634,0.000000,0.000000,0.000000,0.003840,0.004347,0.004755,0.004746,513.414131,19726966782589145088.000000,0.551963,95.817339,0.000000,319.209314,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,3.720303,50000.000000,50000.000000
02/01/2012 00:00,734870.000000,1.000000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.150350,167.877785,0.881394,0.000000,1.919809,0.166516,-0.747840,-2.331501,1.852861,-34.101000,-34.101000,0.000000,0.000000,0.000000,277.369105,234.018075,223.207727,0.000000,-37.540216,-2.677995,-0.761221,0.842432,0.285724,0.040000,0.266800,-0.059255,0.000000,-2.284611,-1.754640,-0.470716,-11.181909,-4.262341,-1.087423,-0.000000,-0.000967,0.000000,0.000000,0.000000,0.003783,0.004252,0.004545,0.004533,133.122045,5271896953190709248.000000,0.344041,95.817339,0.000000,317.473874,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,17.078707,50000.000000,50000.000000
02/01/2012 01:00,734870.041667,1.041667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.150350,167.877785,0.881394,0.000000,1.919809,0.166516,-1.061796,-2.518215,1.849921,-32.135461,-32.135461,0.000000,0.000000,0.000000,277.369105,234.018075,223.207727,0.000000,-35.910205,-2.996614,-0.778131,0.842432,0.285724,0.040000,0.266800,-0.045807,0.000000,-2.381225,-1.832337,-0.503081,-12.505004,-4.357024,-1.218165,-0.000000,-0.000988,0.000000,0.000000,0.000000,0.003731,0.004155,0.004545,0.004532,127.603393,4495204475937983488.000000,0.344041,95.817339,0.000000,315.868100,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,18.641674,50000.000000,50000.000000
02/01/2012 02:00,734870.083333,1.083333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.974923,243.738543,0.925958,0.000000,1.427652,0.360642,-1.269193,-2.613615,1.352773,-29.980727,-29.980727,0.000000,0.000000,0.000000,278.902319,232.806681,233.538541,0.000000,-33.235783,-2.489266,-0.765790,0.842432,0.285724,0.040000,0.266800,-0.019568,0.000000,-2.243412,-1.665553,-0.558291,-9.925944,-4.287925,-1.098310,-0.000000,-0.000973,0.000000,0.000000,0.000000,0.003705,0.004092,0.004610,0.004593,85.995751,3027277521667338240.000000,0.291575,95.817339,0.000000,314.546605,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,18.998093,50000.000000,50000.000000
02/01/2012 03:00,734870.125000,1.125000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.923587,215.157157,0.905373,0.000000,1.161269,-0.212773,-1.390158,-2.657177,1.086663,-27.650285,-27.650285,0.000000,0.000000,0.000000,280.771667,231.210822,244.177931,0.000000,-30.665912,-2.293316,-0.722311,0.842432,0.285724,0.040000,0.266800,-0.007490,0.000000,-2.029971,-1.573169,-0.449313,-9.002880,-4.044471,-1.038359,-0.000000,-0.000917,0.000000,0.000000,0.000000,0.003693,0.004056,0.004421,0.004407,76.914035,2688208981151803392.000000,0.276222,95.817339,0.000000,313.605027,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,19.180730,50000.000000,50000.000000
02/01/2012 04:00,734870.166667,1.166667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.804713,229.144938,0.874558,0.000000,-0.249894,-2.077524,-1.696657,-3.248946,-0.280171,-30.368071,-30.368071,0.000000,0.000000,0.000000,277.458997,224.549430,250.134699,0.000000,-32.967667,-1.881492,-0.718104,0.842432,0.285724,0.040000,0.266800,-0.184568,0.000000,-1.638065,-1.252400,-0.201097,-8.755073,-4.020915,-0.595858,-0.000000,-0.000912,0.000000,0.000000,0.000000,0.003533,0.003965,0.003855,0.003852,710.653027,44147839666792210432.000000,0.539744,95.817339,0.000000,312.363259,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,20.871461,50000.000000,50000.000000
02/01/2012 05:00,734870.208333,1.208333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.125239,237.509020,0.878129,0.000000,-0.106406,-1.880988,-1.712164,-3.119005,-0.154889,-26.348776,-26.348776,0.000000,0.000000,0.000000,281.415896,225.223971,262.249336,0.000000,-28.675684,-1.599874,-0.727035,0.842432,0.285724,0.040000,0.266800,0.072649,0.000000,-1.390637,-1.249800,-0.213485,-6.652003,-4.070920,-0.654924,-0.000000,-0.000923,0.000000,0.000000,0.000000,0.003568,0.003961,0.003911,0.003906,172.534204,8229097244784794624.000000,0.336531,95.817339,0.000000,311.652529,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,47.830734,50000.000000,50000.000000
02/01/2012 06:00,734870.250000,1.250000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.460975,248.011050,0.881740,0.000000,-0.689722,-2.400379,-1.751197,-3.161904,-0.720479,-25.780658,-25.780658,0.000000,0.000000,0.000000,282.125986,222.848948,271.314469,0.000000,-27.773010,-1.220473,-0.771879,0.842432,0.285724,0.040000,0.266800,-0.024498,0.000000,-1.184665,-1.030652,-0.129515,-5.425341,-4.322018,-0.433995,-0.000000,-0.000980,0.000000,0.000000,0.000000,0.003556,0.003949,0.003764,0.003761,455.344481,32098920759132975104.000000,0.436941,95.817339,0.000000,311.308745,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,66.573372,50000.000000,50000.000000
02/01/2012 07:00,734870.291667,1.291667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.986852,205.391307,0.892562,0.000000,-0.664700,-2.210942,-1.687515,-2.953456,-0.685707,-22.119532,-22.119532,0.000000,0.000000,0.000000,285.578980,223.161595,282.916662,0.000000,-24.365226,-1.409970,-0.835724,0.842432,0.285724,0.040000,0.266800,0.070280,0.000000,-1.014908,-0.956876,-0.128311,-6.693533,-4.679512,-0.421732,-0.000000,-0.001061,0.000000,0.000000,0.000000,0.003612,0.003968,0.003817,0.003815,1233.541573,75506264629734408192.000000,0.594217,95.817339,0.000000,311.116079,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,71.665256,50000.000000,50000.000000
