Dz,Kh,Kv,vwc_r,vwc_w,vwc_fc,vwc_s,alpha,n,stor
10,1e-04,0.0145305349755201,0.0587431364186195,0.372273825770326,0.591351933186465,0.686481134392142,0.000664696133144866,1.15008148584796,1e-06
10,1e-04,0.0145305349755201,0.0587431364186195,0.372273825770326,0.591351933186465,0.686481134392142,0.000664696133144866,1.15008148584796,1e-06
15,1e-04,0.0145305349755201,0.0587431364186195,0.372273825770326,0.591351933186465,0.686481134392142,0.000664696133144866,1.15008148584796,1e-06
30,1e-04,0.0145305349755201,0.0587431364186195,0.372273825770326,0.591351933186465,0.686481134392142,0.000664696133144866,1.15008148584796,1e-06
75,1e-04,0.0145305349755201,0.0587431364186195,0.372273825770326,0.591351933186465,0.686481134392142,0.000664696133144866,1.15008148584796,1e-06
120,1e-04,0.0145305349755201,0.0587431364186195,0.372273825770326,0.591351933186465,0.686481134392142,0.000664696133144866,1.15008148584796,1e-06
240,1e-04,0.0145305349755201,0.0587431364186195,0.372273825770326,0.591351933186465,0.686481134392142,0.000664696133144866,1.15008148584796,1e-06
500,1e-04,0.0145305349755201,0.0587431364186195,0.372273825770326,0.591351933186465,0.686481134392142,0.000664696133144866,1.15008148584796,1e-06
