Iter  Part1  Part2  Part3  Part4  Part5  Part6  Part7  Part8  Part9  Part10  Part11  Part12  Part13  Part14  Part15  Part16  
1   2.2022716E-01   2.6925824E-01   2.6925824E-01   3.6069378E-01   3.2649655E-01   2.9698485E-01   2.6925824E-01   2.2022716E-01   3.4655447E-01   2.6925824E-01   2.2022716E-01   3.1240999E-01   2.6925824E-01   3.6069378E-01   2.9698485E-01   2.6925824E-01  
2   2.2022716E-01   1.8973666E-01   2.0615528E-01   2.2671568E-01   1.8973666E-01   1.8973666E-01   2.2671568E-01   2.2022716E-01   2.2671568E-01   2.2847319E-01   1.8973666E-01   2.9698485E-01   2.0615528E-01   2.2847319E-01   2.0615528E-01   2.6925824E-01  
3   2.2022716E-01   1.8973666E-01   1.7464249E-01   2.2360680E-01   1.8973666E-01   1.7464249E-01   2.0591260E-01   2.2022716E-01   1.8973666E-01   2.2360680E-01   1.7464249E-01   2.5495098E-01   2.0615528E-01   1.8027756E-01   1.7464249E-01   2.6925824E-01  
4   2.2022716E-01   1.8973666E-01   1.7464249E-01   2.2360680E-01   1.8973666E-01   1.7464249E-01   1.8601075E-01   2.1954498E-01   1.8973666E-01   1.8601075E-01   1.7464249E-01   2.1954498E-01   1.8601075E-01   1.8027756E-01   1.7464249E-01   2.6925824E-01  
5   1.8867962E-01   1.8027756E-01   1.7464249E-01   1.8867962E-01   1.8867962E-01   1.7464249E-01   1.8601075E-01   1.7804494E-01   1.7888544E-01   1.7720045E-01   1.7464249E-01   1.8027756E-01   1.7464249E-01   1.8027756E-01   1.7464249E-01   1.7804494E-01  
6   1.7088007E-01   1.7720045E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7888544E-01   1.7720045E-01   1.7088007E-01   1.7088007E-01   1.7464249E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01  
7   1.7088007E-01   1.7720045E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7888544E-01   1.7720045E-01   1.7088007E-01   1.7088007E-01   1.7464249E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01  
8   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01   1.7804494E-01   1.7720045E-01   1.7088007E-01   1.7088007E-01   1.7464249E-01   1.7088007E-01   1.7088007E-01   1.7088007E-01  
